ORG_ID,ORG_FULL_NM,ORG_ABBREV_NM,URL_ADDR,CB_REGION_CD,MAIL_STREET_ADDR1,MAIL_STREET_ADDR2,MAIL_CITY,MAIL_STATE_CD,UNDERGRAD_GRADE_CD,GRAD_6_YR_RATE_PCT,ENROLL_UG_TOTAL_DEG
293,Phillips Community College of the University of Arkansas,Phillips Comm Coll o,www.pccua.edu,SWRO,PO Box 785,,Helena,AR,2,,
295,Saint Louis University,Saint Louis Universi,www.slu.edu,MRO,One North Grand Boulevard,,Saint Louis,MO,5,77,7209
296,University of St. Mary,Univ of St. Mary,www.stmary.edu,MRO,4100 South Fourth Street Trafficway,,Leavenworth,KS,5,44,745
297,St. Mary's University of Minnesota,St. Mary's Univ of M,www.smumn.edu,MRO,700 Terrace Heights,,Winona,MN,5,58,1471
298,St. Mary's University,St. Mary's Universit,www.stmarytx.edu,SWRO,One Camino Santa Maria,,San Antonio,TX,5,63,2310
299,St. Olaf College,St. Olaf College,www.stolaf.edu,MRO,1520 St. Olaf Avenue,,Northfield,MN,5,88,3004
300,Crown College,Crown College (MN),www.crown.edu,MRO,8700 College View Drive,,Saint Bonifacius,MN,5,,
301,Oklahoma City Community College,Oklahoma City Comm C,www.occc.edu,SWRO,7777 South May Avenue,,Oklahoma City,OK,2,,
302,Southern California Institute of Architecture,Southern California,www.sciarc.edu,WRO,960 E 3rd Street,,Los Angeles,CA,6,,
303,University of Cincinnati: Clermont College,Univ of Cincinnati C,www.ucclermont.edu,MRO,4200 Clermont College Drive,,Batavia,OH,2,,2238
305,Wisconsin Indianhead Technical College,Wisconsin Indianhead,www.witc.edu,MRO,505 Pine Ridge Drive,,Shell Lake,WI,2,,2515
309,Logan University,Logan University,www.logan.edu,MRO,1851 Schoettler Road,,Chesterfield,MO,4,,98
310,Central Penn College,Central Penn College,www.centralpenn.edu,MSRO,600 Valley Road,,Summerdale,PA,5,,1188
311,Conservatory of Music of Puerto Rico,Conservatory of Musi,www.cmpr.edu,IRO,951 Ponce de Leon Ave,,San Juan,PR,5,,
312,Columbia Central University: Caguas,Columbia Cntrl Univ,www.columbiacentral.edu,IRO,PO Box 8517,,Caguas,PR,5,,
313,Washington University in St. Louis,Washington Univ St.,http://www.wustl.edu,MRO,"Campus Box 1089, One Brookings Drive",,St. Louis,MO,5,94,7253
314,Wayland Baptist University,Wayland Baptist Univ,www.wbu.edu,SWRO,1900 West Seventh Street,,Plainview,TX,5,,3328
315,Weatherford College,Weatherford College,www.wc.edu,SWRO,225 College Park Drive,,Weatherford,TX,2,,
316,Dallas Institute of Funeral Service,Dallas Institute Fun,www.dallasinstitute.edu,SWRO,3909 South Buckner Boulevard,,Dallas,TX,2,,
317,Pittsburgh Institute of Mortuary Science,Pittsburgh Inst Mort,www.pims.edu,MSRO,5808 Baum Boulevard,,Pittsburgh,PA,2,,
318,American Academy of Dramatic Arts: West,American Acad Dramat,www.aada.edu,WRO,1336 North La Brea Avenue,,Los Angeles,CA,2,,
321,Ranken Technical College,Ranken Technical Col,www.ranken.edu,MRO,4431 Finney Avenue,,St. Louis,MO,2,,
322,Oak Hills Christian College,Oak Hills Christian,www.oakhills.edu,MRO,1600 Oak Hills Road SW,,Bemidji,MN,5,,
323,Antioch University Seattle,Antioch Univ Seattle,www.antioch.edu/seattle/,WRO,2400 3rd Ave Ste 200,Suite 200,Seattle,WA,3,,
324,University of Science and Arts of Oklahoma,Univ of Sci/Arts Okl,www.usao.edu,SWRO,1727 West Alabama,,Chickasha,OK,5,,829
325,Rogers State University,Rogers State Univers,www.rsu.edu,SWRO,1701 West Will Rogers Boulevard,,Claremore,OK,5,,3219
326,Oklahoma State University,Oklahoma State Unive,go.okstate.edu,SWRO,219 Student Union,,Stillwater,OK,5,63,20736
328,Florida Career College: Pembroke Pines,Florida Career Coll,www.careercollege.edu,SRO,7891 Pines Boulevard,,Pembroke Pines,FL,2,,
329,College of St. Benedict,College of St. Bened,www.csbsju.edu,MRO,37 South College Avenue,,St. Joseph,MN,5,82,1937
330,St. Catherine University,St. Catherine Univ,www.stkate.edu,MRO,2004 Randolph Avenue,,Saint Paul,MN,5,58,2955
331,Southwestern Community College,Southwestern Comm Co,www.swcciowa.edu,MRO,1501 West Townline Street,,Creston,IA,2,,
332,Culver-Stockton College,Culver-Stockton Coll,www.culver.edu,MRO,One College Hill,,Canton,MO,5,47,
333,Covenant College,Covenant College,www.covenant.edu,SRO,14049 Scenic Highway,,Lookout Mountain,GA,5,70,986
335,Concordia University Texas,Concordia University,www.concordia.edu,SWRO,11400 Concordia University Drive,,Austin,TX,5,,
336,Colby Community College,Colby Community Coll,www.colbycc.edu,MRO,1255 South Range Avenue,,Colby,KS,2,,
337,Central Texas College,Central Texas Colleg,www.ctcd.edu,SWRO,PO Box 1800,,Killeen,TX,2,,9085
338,College of the Mainland,Coll of the Mainland,www.com.edu,SWRO,1200 Amburn Road,,Texas City,TX,2,,3047
340,Oklahoma Wesleyan University,Oklahoma Wesleyan Un,www.okwu.edu,SWRO,2201 Silver Lake Road,,Bartlesville,OK,5,,
341,Central Community College,Central Community Co,www.cccneb.edu,MRO,PO Box 4903,,Grand Island,NE,2,,
342,Cloud County Community College,Cloud County Communi,www.cloud.edu,MRO,"2221 Campus Drive, PO Box 1002",,Concordia,KS,2,,1080
343,Crowder College,Crowder College,www.crowder.edu,MRO,601 Laclede Avenue,,Neosho,MO,2,,3344
344,Amberton University,Amberton University,www.amberton.edu,SWRO,1700 Eastgate Drive,,Garland,TX,5,,
345,St. Philip's College,St. Philip's College,www.alamo.edu/spc,SWRO,1801 Martin Luther King Drive,,San Antonio,TX,2,,
346,Sam Houston State University,Sam Houston State Un,www.shsu.edu,SWRO,SHSU Campus Box 2418,,Huntsville,TX,5,51,18416
347,Angelo State University,Angelo State Univers,www.angelo.edu,SWRO,ASU Station #11014,,San Angelo,TX,5,37,5877
348,San Antonio College,San Antonio Col,www.alamo.edu/sac,SWRO,1819 North Main Avenue,FAC Room 112,San Antonio,TX,2,,
349,Schreiner University,Schreiner University,www.schreiner.edu,SWRO,2100 Memorial Boulevard,,Kerrville,TX,5,48,1165
350,Western Nebraska Community College,Western Nebraska Com,www.wncc.edu,MRO,1601 East 27th Street,,Scottsbluff,NE,2,,1186
351,Simpson College,Simpson College,www.simpson.edu,MRO,701 North C Street,,Indianola,IA,5,68,
352,University of Sioux Falls,Univ of Sioux Falls,www.usiouxfalls.edu,MRO,1101 West 22nd Street,,Sioux Falls,SD,5,49,1174
353,South Dakota School of Mines and Technology,South Dakota Sch Min,www.sdsmt.edu,MRO,501 East Saint Joseph Street,,Rapid City,SD,5,,
354,South Dakota State University,South Dakota State U,www.sdstate.edu,MRO,"1015 Campanile Avenue, Box 2201",,Brookings,SD,5,,9713
356,Southeast Missouri State University,Southeast Missouri S,www.semo.edu,MRO,One University Plaza MS 2025,,Cape Girardeau,MO,5,52,8910
358,Southeastern Louisiana University,Southeastern Louisia,www.southeastern.edu,SRO,548 Ned McGehee Drive,,Hammond,LA,5,41,10923
359,University of North Carolina at Wilmington,Univ of North Caroli,www.uncw.edu,SRO,601 South College Road,,Wilmington,NC,5,72,14183
360,Wingate University,Wingate University,https://www.wingate.edu/,SRO,220 North Camden Street,,Wingate,NC,5,53,2586
361,Winston-Salem State University,Winston-Salem State,www.wssu.edu,SRO,601 Martin Luther King Jr Drive,,Winston-Salem,NC,5,,
362,Winthrop University,Winthrop University,www.winthrop.edu,SRO,701 Oakland Avenue,,Rock Hill,SC,5,,4710
363,Wofford College,Wofford College,www.wofford.edu,SRO,429 North Church Street,,Spartanburg,SC,5,81,1582
364,University of North Carolina at Greensboro,Univ of North Caroli,www.uncg.edu,SRO,PO Box 26170,,Greensboro,NC,5,,
365,Atlantic University College,Atlantic University,www.atlanticu.edu,IRO,PO Box 3918,,Guaynabo,PR,5,,
366,Forrest Junior College,Forrest Junior Colle,www.forrestcollege.edu,SRO,601 East River Street,,Anderson,SC,2,,
368,ECPI University,ECPI University,www.ecpi.edu,SRO,"5555 Greenwich Road, Suite 300",,Virginia Beach,VA,5,,
369,Colorado State University: Pueblo,Colorado State Univ:,www.csupueblo.edu,WRO,2200 Bonforte Boulevard,Admin Building Room 201,Pueblo,CO,5,,
370,Pacific Oaks College,Pacific Oaks College,www.pacificoaks.edu,WRO,55 Eureka Street,,Pasadena,CA,3,,
371,Hope International University,Hope International U,www.hiu.edu,WRO,2500 East Nutwood Avenue,,Fullerton,CA,5,48,704
372,Peninsula College,Peninsula College,www.pencol.edu,WRO,1502 East Lauridsen Boulevard,,Port Angeles,WA,2,,
373,Fresno Pacific University,Fresno Pacific Unive,www.fresno.edu,WRO,1717 South Chestnut Avenue,,Fresno,CA,5,,
374,Portland Community College,Portland Community C,www.pcc.edu,WRO,12000 SW 49th Avenue,,Portland,OR,2,,
376,Pitzer College,Pitzer College,www.pitzer.edu,WRO,1050 North Mills Avenue,,Claremont,CA,5,83,1074
379,Wilkes Community College,Wilkes Community Col,www.wilkescc.edu,SRO,PO Box 120,,Wilkesboro,NC,2,,
380,Western Piedmont Community College,Western Piedmont Com,www.wpcc.edu,SRO,1001 Burkemont Avenue,,Morganton,NC,2,,
381,Wilmington University,Wilmington Universit,www.wilmu.edu,MSRO,320 North Dupont Highway,,New Castle,DE,5,,7791
382,Wayne Community College,Wayne Community Coll,www.waynecc.edu,SRO,PO Box 8002,,Goldsboro,NC,2,,
383,Virginia Highlands Community College,Virginia Highlands C,www.vhcc.edu,SRO,PO Box 828,,Abingdon,VA,2,,
384,Wake Technical Community College,Wake Technical Comm,www.waketech.edu,SRO,9101 Fayetteville Road,,Raleigh,NC,2,,
385,University of the District of Columbia,Univ of the District,www.udc.edu,MSRO,4200 Connecticut Avenue NW,,Washington,DC,5,,
386,Wilson Community College,Wilson Community Col,www.wilsoncc.edu,SRO,PO Box 4305,,Wilson,NC,2,,
387,West Virginia University at Parkersburg,West Virginia Univ P,www.wvup.edu,MRO,300 Campus Drive,,Parkersburg,WV,2,,
390,Chief Dull Knife College,Chief Dull Knife Col,www.cdkc.edu,WRO,PO Box 98,,Lame Deer,MT,2,,
393,American University,American University,www.american.edu,MSRO,4400 Massachusetts Avenue NW,,Washington,DC,5,79,7433
394,Young Harris College,Young Harris College,www.yhc.edu,SRO,PO Box 116,,Young Harris,GA,5,,
395,Abilene Christian University,Abilene Christian Un,www.acu.edu,SWRO,ACU Box 29100,,Abilene,TX,5,61,3655
396,University of Holy Cross,U of Holy Cross,www.olhcc.edu,SRO,4123 Woodland Drive,,New Orleans,LA,5,52,738
397,Texas A&M University,Texas A&M University,www.tamu.edu,SWRO,400 Bizzell Street,,College Station,TX,5,82,52571
398,University of Arkansas at Pine Bluff,Univ of Arkansas Pin,www.uapb.edu,SWRO,1200 North University Drive,,Pine Bluff,AR,5,,
399,Alvin Community College,Alvin Community Coll,www.alvincollege.edu,SWRO,3110 Mustang Road,,Alvin,TX,2,,
400,Amarillo College,Amarillo College,www.actx.edu,SWRO,PO Box 447,,Amarillo,TX,2,,
401,University of Arkansas at Monticello,Univ of Arkansas Mon,www.uamont.edu,SWRO,PO Box 3596,,Monticello,AR,5,,
402,Cowley County Community College,Cowley County Commun,www.cowley.edu,MRO,PO Box 1147,,Arkansas City,KS,2,,
403,Lyon College,Lyon College,www.lyon.edu,SWRO,2300 Highland Road,,Batesville,AR,5,53,664
404,Arkansas Tech University,Arkansas Tech Univer,www.atu.edu,SWRO,215 West O Street,,Russellville,AR,5,41,8247
405,Southeastern Oklahoma State University,Southeastern Oklahom,www.se.edu,SWRO,"1405 North Fourth Avenue, PMB 4137",,Durant,OK,5,,3065
406,Southwestern University,Southwestern Univers,www.southwestern.edu,SWRO,PO Box 770,,Georgetown,TX,5,74,1380
407,Bemidji State University,Bemidji State Univer,www.bemidjistate.edu,MRO,1500 Birchmont Drive NE,,Bemidji,MN,5,47,4409
408,Minnesota State University Mankato,Minnesota State Univ,www.mnsu.edu,MRO,122 Taylor Center,,Mankato,MN,5,,
409,Minnesota State University Moorhead,Minnesota State Univ,www.mnstate.edu,MRO,1104 Seventh Avenue South,,Moorhead,MN,5,46,4836
410,Saint Cloud State University,St. Cloud State Univ,www.stcloudstate.edu,MRO,720 Fourth Avenue South,,St. Cloud,MN,5,,
411,Winona State University,Winona State Univers,www.winona.edu,MRO,170 West Sanborn Street,,Winona,MN,5,61,7279
412,University of Iowa,Univ of Iowa,www.uiowa.edu,MRO,101 Jessup Hall,,Iowa City,IA,5,74,23349
413,Stephen F. Austin State University,Stephen F. Austin St,www.sfasu.edu,SWRO,"Box 13051, SFA Station",,Nacogdoches,TX,5,44,10655
414,Stephens College,Stephens College,www.stephens.edu,MRO,1200 East Broadway,,Columbia,MO,5,60,645
415,Sterling College,Sterling College (KS,www.sterling.edu,MRO,125 West Cooper,,Sterling,KS,5,40,616
416,Sul Ross State University,Sul Ross State Unive,www.sulross.edu,SWRO,PO Box C-114,,Alpine,TX,5,,
419,St. Joseph Seminary College,St. Joseph Seminary,www.sjasc.edu,SRO,75376 River Road,,St. Benedict,LA,5,,
420,University of West Georgia,Univ of West Georgia,www.westga.edu,SRO,1601 Maple Street,,Carrollton,GA,5,40,11229
421,West Liberty University,West Liberty U,www.westliberty.edu,MRO,208 University Drive,,West Liberty,WV,5,48,1994
422,West Virginia University Institute of Technology,West Virginia Univ I,www.wvutech.edu,MRO,410 Neville Street,,Beckley,WV,5,,1252
423,West Virginia State University,West Virginia State,www.wvstateu.edu,MRO,PO Box 1000,,Institute,WV,5,,
424,West Virginia University,West Virginia Univer,www.wvu.edu,MRO,"PO Box 6201, President's Office",,Morgantown,WV,5,57,21704
426,West Virginia Wesleyan College,West Virginia Wesley,www.wvwc.edu,MRO,59 College Avenue,,Buckhannon,WV,5,50,1304
427,Wheeling Jesuit University,Wheeling Jesuit Univ,www.wju.edu,MRO,316 Washington Avenue,Whelan Hall,Wheeling,WV,5,,
429,Kansas City Art Institute,Kansas City Art Inst,www.kcai.edu,MRO,4415 Warwick Boulevard,,Kansas City,MO,5,54,
430,Calvary University,Calvary University,www.calvary.edu,MRO,15800 Calvary Road,,Kansas City,MO,5,48,223
431,Kansas City Kansas Community College,Kansas City Kansas C,www.kckcc.edu,MRO,7250 State Avenue,,Kansas City,KS,2,,4407
432,Santa Barbara Business College: Bakersfield,Santa Barbara BC: Ba,www.sbbcollege.edu,WRO,5300 California Avenue,,Bakersfield,CA,2,,
435,Kansas State University,Kansas State Univers,www.k-state.edu,MRO,119 Anderson Hall,,Manhattan,KS,5,63,18171
440,Grambling State University,Grambling State Univ,www.gram.edu,SRO,403 Main Street,,Grambling,LA,5,,
441,Grand View University,Grand View Universit,www.admissions.grandview.edu,MRO,1200 Grandview Avenue,,Des Moines,IA,5,50,1754
442,Grinnell College,Grinnell College,www.grinnell.edu,MRO,"1103 Park Street, 2nd Floor",,Grinnell,IA,5,87,1660
443,Gustavus Adolphus College,Gustavus Adolphus Co,www.gustavus.edu,MRO,800 West College Avenue,,St. Peter,MN,5,80,2170
444,Grayson College,Grayson Coll,www.grayson.edu,SWRO,6101 Grayson Drive,,Denison,TX,2,,
445,Galveston College,Galveston College,www.gc.edu,SWRO,4015 Avenue Q,,Galveston,TX,2,,
446,Mid-America Christian University,Mid-America Christia,www.macu.edu,SWRO,3500 SW 119th Street,,Oklahoma City,OK,5,,
447,Haskell Indian Nations University,Haskell Indian Natio,www.haskell.edu,MRO,155 Indian Avenue,,Lawrence,KS,5,45,806
448,Hamline University,Hamline University,www.hamline.edu,MRO,1536 Hewitt Avenue,1536 Hewitt Avenue,St. Paul,MN,5,67,2097
449,Hannibal-LaGrange University,Hannibal-LaGrange Un,www.hlg.edu,MRO,2800 Palmyra Road,,Hannibal,MO,5,,
450,Harding University,Harding University,www.harding.edu,SWRO,Box 12244,,Searcy,AR,5,67,4145
451,Hardin-Simmons University,Hardin-Simmons Unive,www.hsutx.edu,SWRO,PO Box 16000,Enrollment Office-16050,Abilene,TX,5,51,1668
452,Harris-Stowe State University,Harris-Stowe State U,www.hssu.edu,MRO,3026 Laclede Avenue,,St. Louis,MO,5,,1423
453,Hastings College,Hastings College,www.hastings.edu,MRO,710 North Turner Avenue,,Hastings,NE,5,,
463,Marshalltown Community College,Marshalltown Communi,www.iavalley.edu/mcc/,MRO,3700 South Center Street,,Marshalltown,IA,2,,
464,University of Mary Hardin-Baylor,Univ of Mary Hardin-,www.umhb.edu,SWRO,900 College Street,,Belton,TX,5,48,3275
465,Vernon College,Vernon College,www.vernoncollege.edu,SWRO,4400 College Drive,,Vernon,TX,2,,
466,University of Texas of the Permian Basin,Univ of Texas Permia,www.utpb.edu,SWRO,4901 E. University Blvd.,,Odessa,TX,5,43,3731
467,Victoria College,Victoria College,www.victoriacollege.edu,SWRO,2200 East Red River,,Victoria,TX,2,,3225
468,University of Houston-Clear Lake,Univ of Houston-Clea,www.uhcl.edu,SWRO,2700 Bay Area Boulevard,,Houston,TX,5,,
469,University of Houston-Victoria,Univ of Houston-Vict,www.uhv.edu,SWRO,3007 North Ben Wilson,,Victoria,TX,5,,
470,University of Texas at San Antonio,Univ of Texas at San,www.utsa.edu,SWRO,One UTSA Circle,,San Antonio,TX,5,37,25709
471,University of Houston-Downtown,Univ of Houston-Down,www.uhd.edu,SWRO,One Main Street,,Houston,TX,5,,12310
472,Waldorf University,Waldorf Univ,www.waldorf.edu,MRO,106 South Sixth Street,,Forest City,IA,5,,2049
473,Wartburg College,Wartburg College,www.wartburg.edu,MRO,"100 Wartburg Boulevard, PO Box 1003",,Waverly,IA,5,66,1493
475,Washburn University,Washburn University,www.washburn.edu,MRO,1700 SW College Avenue,Room 100,Topeka,KS,5,,
478,Louisiana State University at Eunice,Louisiana State U Eu,www.lsue.edu,SRO,PO Box 1129,,Eunice,LA,2,,2444
479,Century College,Century College,https://www.century.edu,MRO,3300 Century Avenue North,,White Bear Lake,MN,2,,7460
480,Macalester College,Macalester College,www.macalester.edu,MRO,1600 Grand Avenue,,St. Paul,MN,5,87,2116
481,Manhattan Christian College,Manhattan Christian,www.mccks.edu,MRO,1415 Anderson Avenue,,Manhattan,KS,5,,
482,Western Dakota Technical Institute,Western Dakota Techn,www.wdt.edu,MRO,800 Mickelson Drive,,Rapid City,SD,2,,830
483,Hartnell College,Hartnell College,www.hartnell.edu,WRO,411 Central Avenue,,Salinas,CA,2,,
484,Harvey Mudd College,Harvey Mudd College,https://www.hmc.edu/,WRO,301 Platt Boulevard,,Claremont,CA,5,96,844
485,Heritage University,Heritage University,www.heritage.edu,WRO,3240 Fort Road,,Toppenish,WA,5,,778
486,Humphreys College,Humphreys College,www.humphreys.edu,WRO,6650 Inglewood Avenue,,Stockton,CA,5,,
488,Thomas College,Thomas College,www.thomas.edu,NERO,180 West River Road,,Waterville,ME,5,48,825
489,University of Massachusetts Lowell,Univ of Mass Lowell,www.uml.edu,NERO,One University Avenue,,Lowell,MA,5,60,13284
490,University of New Hampshire at Manchester,Univ of New Hampshir,www.manchester.unh.edu,NERO,88 Commercial Street,,Manchester,NH,5,,
491,University of Bridgeport,Univ of Bridgeport,www.bridgeport.edu,NERO,126 Park Avenue,,Bridgeport,CT,5,42,3129
492,University of Connecticut,Univ of Connecticut,www.uconn.edu,NERO,University of Connecticut,,Storrs,CT,5,,19030
493,Houston Community College System,Houston Comm Coll Sy,www.hccs.edu,SWRO,PO Box 667517,,Houston,TX,2,,56976
494,Huertas College,Huertas College,www.huertas.edu,IRO,PO Box 8429,,Caguas,PR,2,,
496,Irvine Valley College,Irvine Valley Colleg,www.ivc.edu,WRO,5500 Irvine Center Drive,,Irvine,CA,2,,
497,Bethel University,Bethel University,www.bethel.edu,MRO,3900 Bethel Drive,,St. Paul,MN,5,70,2777
498,Arlington Baptist University,Arlington Baptist Un,www.abu.edu,SWRO,3001 West Division Street,,Arlington,TX,5,,164
499,Bismarck State College,Bismarck State Colle,https://bismarckstate.edu,MRO,PO Box 5587,,Bismarck,ND,2,,2892
500,Black Hills State University,Black Hills State Un,www.bhsu.edu,MRO,1200 University Street,,Spearfish,SD,5,32,2736
501,Blinn College,Blinn College,www.blinn.edu,SWRO,902 College Avenue,,Brenham,TX,2,,19476
